Booking_ID,Booking_Status,Booking_Value,Customer_ID,Driver_ID,Pickup_Location,Drop_Location,Ride_Distance(km),Ride_Time(min),Date,Time,Vehicle_Type,Vehicle_Image,Payment_Method,Customer_Rating,Driver_Rating,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Total_Bookings,Canceled_Bookings,Canceled_Percentage,V_TAT,C_TAT
RAP20250703069,Completed,91.95,CUST_3430,DR_279,Pune,Delhi,1.64,49,2025-07-31,13:42:00,Auto,rapido_auto.png,UPI,4.0,4.5,0.0,0.0,0.0,None,966.0,106.0,10.97,9.0,25.0
RAP20250703070,Completed,120.57,CUST_2494,DR_859,Bengaluru,Hyderabad,6.25,16,2025-02-07,20:27:00,Auto,rapido_auto.png,UPI,4.3,3.3,0.0,0.0,0.0,None,998.0,122.0,12.22,27.0,32.0
RAP20250703071,Completed,110.4,CUST_5066,DR_507,Pune,Hyderabad,18.53,8,2025-07-16,05:34:00,Bike,rapido_bike.png,Cash,3.2,4.7,0.0,0.0,0.0,None,935.0,112.0,11.98,11.0,12.0
RAP20250703072,Completed,67.95,CUST_6828,DR_612,Pune,Delhi,15.44,17,2025-04-07,02:57:00,Bike,rapido_bike.png,Wallet,3.7,3.4,0.0,0.0,0.0,None,952.0,117.0,12.29,24.0,15.0
RAP20250703073,Completed,135.0,CUST_7492,DR_352,Pune,Pune,14.61,35,2025-07-25,01:28:00,Bike,rapido_bike.png,UPI,3.2,4.1,0.0,0.0,0.0,None,964.0,134.0,13.9,15.0,19.0
RAP20250703074,Completed,115.07,CUST_9412,DR_488,Bengaluru,Hyderabad,13.41,35,2025-07-15,12:28:00,Auto,rapido_auto.png,Wallet,3.5,3.3,0.0,0.0,0.0,None,958.0,109.0,11.38,27.0,32.0
RAP20250703075,Completed,69.23,CUST_1802,DR_618,Hyderabad,Chennai,24.02,11,2025-07-31,14:47:00,Bike,rapido_auto.png,UPI,3.8,4.0,0.0,0.0,0.0,None,966.0,106.0,10.97,26.0,10.0
RAP20250703076,Cancelled,128.97,CUST_5896,DR_871,Hyderabad,Chennai,2.9,16,2025-05-07,14:51:00,Bike,rapido_bike.png,UPI,3.7,3.4,0.0,1.0,0.0,None,1003.0,114.0,11.37,19.0,9.0
RAP20250703077,Incomplete,122.81,CUST_5262,DR_361,Hyderabad,Bengaluru,12.36,47,2025-12-07,17:54:00,Auto,rapido_bike.png,UPI,3.5,4.5,0.0,0.0,1.0,Network issue,1006.0,117.0,11.63,13.0,8.0
RAP20250703078,Completed,58.9,CUST_3848,DR_969,Hyderabad,Pune,24.26,19,2025-06-07,13:28:00,Auto,rapido_auto.png,Wallet,4.2,3.8,0.0,0.0,0.0,None,987.0,120.0,12.16,27.0,38.0
RAP20250703079,Completed,58.86,CUST_1509,DR_897,Hyderabad,Delhi,7.67,28,2025-09-07,21:45:00,Auto,rapido_auto.png,Wallet,3.6,4.8,0.0,0.0,0.0,None,986.0,119.0,12.07,28.0,38.0
RAP20250703080,Incomplete,172.45,CUST_7625,DR_965,Hyderabad,Delhi,2.27,52,2025-08-07,07:44:00,Auto,rapido_auto.png,Wallet,3.9,3.7,0.0,0.0,1.0,Network issue,929.0,118.0,12.7,27.0,14.0
RAP20250703081,Completed,185.45,CUST_8408,DR_337,Delhi,Delhi,12.67,51,2025-07-16,19:30:00,Bike,rapido_bike.png,UPI,3.5,4.7,0.0,0.0,0.0,None,935.0,112.0,11.98,5.0,37.0
RAP20250703082,Cancelled,237.06,CUST_5093,DR_611,Delhi,Chennai,19.62,49,2025-07-20,02:34:00,Bike,rapido_auto.png,Wallet,3.6,3.1,0.0,1.0,0.0,None,906.0,109.0,12.03,15.0,19.0
RAP20250703083,Completed,49.14,CUST_2551,DR_562,Hyderabad,Delhi,6.23,12,2025-06-07,02:38:00,Bike,rapido_auto.png,UPI,4.6,4.0,0.0,0.0,0.0,None,987.0,120.0,12.16,12.0,14.0
RAP20250703084,Completed,55.93,CUST_8570,DR_191,Bengaluru,Bengaluru,7.33,5,2025-07-18,01:22:00,Bike,rapido_bike.png,UPI,4.2,3.1,0.0,0.0,0.0,None,977.0,117.0,11.98,8.0,15.0
RAP20250703085,Completed,41.4,CUST_2669,DR_373,Pune,Chennai,5.29,15,2025-07-07,20:36:00,Bike,rapido_auto.png,Wallet,3.5,4.0,0.0,0.0,0.0,None,969.0,111.0,11.46,8.0,21.0
RAP20250703086,Completed,147.09,CUST_3290,DR_926,Pune,Hyderabad,9.94,28,2025-07-15,14:16:00,Bike,rapido_auto.png,Cash,5.0,3.0,0.0,0.0,0.0,None,958.0,109.0,11.38,26.0,30.0
RAP20250703087,Completed,167.0,CUST_2989,DR_127,Bengaluru,Pune,22.29,43,2025-07-29,13:32:00,Bike,rapido_auto.png,UPI,4.5,3.7,0.0,0.0,0.0,None,969.0,105.0,10.84,13.0,27.0
RAP20250703088,Completed,118.78,CUST_1195,DR_303,Delhi,Hyderabad,6.27,6,2025-07-30,18:57:00,Bike,rapido_auto.png,Card,4.8,3.8,0.0,0.0,0.0,None,950.0,103.0,10.84,13.0,17.0
RAP20250703089,Completed,205.54,CUST_2010,DR_397,Pune,Hyderabad,7.67,26,2025-03-07,18:14:00,Bike,rapido_auto.png,Wallet,4.0,4.4,0.0,0.0,0.0,None,940.0,109.0,11.6,23.0,37.0
RAP20250703090,Completed,181.07,CUST_4641,DR_998,Delhi,Pune,22.29,37,2025-07-23,06:02:00,Auto,rapido_auto.png,Cash,4.5,4.7,0.0,0.0,0.0,None,952.0,96.0,10.08,22.0,21.0
RAP20250703091,Completed,246.88,CUST_3141,DR_918,Chennai,Pune,23.33,21,2025-07-16,11:13:00,Auto,rapido_bike.png,Wallet,4.0,3.5,0.0,0.0,0.0,None,935.0,112.0,11.98,19.0,38.0
RAP20250703092,Incomplete,60.34,CUST_4246,DR_792,Pune,Delhi,2.76,51,2025-07-21,22:31:00,Auto,rapido_bike.png,Cash,3.5,4.7,0.0,0.0,1.0,Network issue,970.0,108.0,11.13,7.0,17.0
RAP20250703093,Completed,42.83,CUST_7563,DR_379,Chennai,Delhi,14.21,24,2025-07-14,08:02:00,Bike,rapido_bike.png,UPI,3.1,3.6,0.0,0.0,0.0,None,957.0,113.0,11.81,11.0,13.0
RAP20250703094,Cancelled,90.46,CUST_7098,DR_747,Chennai,Bengaluru,8.47,49,2025-07-26,21:27:00,Bike,rapido_bike.png,Wallet,3.7,4.5,0.0,1.0,0.0,None,1009.0,133.0,13.18,12.0,6.0
RAP20250703095,Completed,34.19,CUST_2376,DR_802,Chennai,Pune,5.47,6,2025-09-07,05:16:00,Bike,rapido_bike.png,UPI,3.8,4.2,0.0,0.0,0.0,None,986.0,119.0,12.07,13.0,15.0
RAP20250703096,Completed,235.17,CUST_5240,DR_422,Chennai,Pune,13.68,55,2025-02-07,04:24:00,Bike,rapido_bike.png,UPI,4.9,3.1,0.0,0.0,0.0,None,998.0,122.0,12.22,19.0,14.0
RAP20250703097,Incomplete,96.87,CUST_2228,DR_387,Hyderabad,Hyderabad,19.81,42,2025-01-07,03:03:00,Bike,rapido_bike.png,Cash,3.7,4.6,0.0,0.0,1.0,Driver delayed,979.0,112.0,11.44,18.0,13.0
RAP20250703098,Completed,151.53,CUST_1357,DR_446,Hyderabad,Delhi,5.53,8,2025-10-07,22:15:00,Auto,rapido_auto.png,UPI,4.6,3.6,0.0,0.0,0.0,None,953.0,113.0,11.86,9.0,25.0
RAP20250703099,Completed,99.98,CUST_2056,DR_967,Bengaluru,Bengaluru,9.09,59,2025-07-31,07:09:00,Bike,rapido_auto.png,Wallet,3.1,3.5,0.0,0.0,0.0,None,966.0,106.0,10.97,22.0,21.0
RAP20250703100,Completed,84.08,CUST_4239,DR_680,Pune,Delhi,14.87,5,2025-04-07,08:35:00,Bike,rapido_bike.png,Cash,5.0,3.6,0.0,0.0,0.0,None,952.0,117.0,12.29,10.0,21.0
RAP20250703101,Completed,63.52,CUST_8265,DR_462,Bengaluru,Pune,22.47,20,2025-07-25,22:30:00,Bike,rapido_auto.png,UPI,4.9,3.6,0.0,0.0,0.0,None,964.0,134.0,13.9,26.0,27.0
RAP20250703102,Completed,100.48,CUST_3110,DR_790,Chennai,Bengaluru,22.43,34,2025-01-07,15:12:00,Bike,rapido_auto.png,Wallet,3.2,4.9,0.0,0.0,0.0,None,979.0,112.0,11.44,19.0,12.0
RAP20250703103,Cancelled,165.39,CUST_2506,DR_520,Bengaluru,Delhi,17.0,39,2025-07-17,12:22:00,Bike,rapido_auto.png,UPI,3.6,4.1,0.0,1.0,0.0,None,994.0,133.0,13.38,7.0,6.0
RAP20250703104,Completed,243.76,CUST_6432,DR_906,Hyderabad,Hyderabad,18.8,17,2025-10-07,03:33:00,Bike,rapido_bike.png,UPI,4.1,3.7,0.0,0.0,0.0,None,953.0,113.0,11.86,15.0,9.0
RAP20250703105,Completed,152.78,CUST_3007,DR_534,Delhi,Delhi,4.07,16,2025-07-31,17:17:00,Auto,rapido_auto.png,UPI,4.2,3.0,0.0,0.0,0.0,None,966.0,106.0,10.97,13.0,25.0
RAP20250703106,Completed,147.2,CUST_1699,DR_129,Delhi,Delhi,17.42,43,2025-07-18,19:07:00,Bike,rapido_bike.png,UPI,4.9,3.8,0.0,0.0,0.0,None,977.0,117.0,11.98,12.0,34.0
RAP20250703107,Completed,37.76,CUST_8552,DR_109,Delhi,Bengaluru,9.38,15,2025-05-07,19:34:00,Auto,rapido_bike.png,Cash,4.2,3.6,0.0,0.0,0.0,None,1003.0,114.0,11.37,11.0,35.0
RAP20250703108,Completed,214.82,CUST_1829,DR_336,Delhi,Bengaluru,18.26,5,2025-07-20,13:48:00,Bike,rapido_bike.png,UPI,4.1,4.1,0.0,0.0,0.0,None,906.0,109.0,12.03,20.0,6.0
RAP20250703109,Completed,39.87,CUST_3752,DR_107,Delhi,Chennai,4.51,26,2025-07-24,12:05:00,Auto,rapido_auto.png,Card,4.3,4.5,0.0,0.0,0.0,None,922.0,108.0,11.71,10.0,33.0
RAP20250703110,Completed,229.37,CUST_8096,DR_971,Pune,Pune,15.2,20,2025-11-07,06:09:00,Bike,rapido_bike.png,UPI,3.0,3.9,0.0,0.0,0.0,None,994.0,124.0,12.47,10.0,28.0
RAP20250703111,Completed,148.51,CUST_7471,DR_188,Chennai,Hyderabad,9.94,49,2025-07-15,18:19:00,Auto,rapido_auto.png,UPI,3.7,4.1,0.0,0.0,0.0,None,958.0,109.0,11.38,12.0,27.0
RAP20250703112,Completed,67.06,CUST_9128,DR_194,Hyderabad,Delhi,11.55,57,2025-07-19,00:25:00,Auto,rapido_bike.png,Card,4.2,4.8,0.0,0.0,0.0,None,980.0,121.0,12.35,13.0,35.0
RAP20250703113,Completed,129.38,CUST_1483,DR_715,Delhi,Bengaluru,4.05,56,2025-07-30,07:23:00,Bike,rapido_bike.png,Cash,3.3,3.6,0.0,0.0,0.0,None,950.0,103.0,10.84,8.0,34.0
RAP20250703114,Completed,248.9,CUST_7270,DR_523,Pune,Delhi,17.71,7,2025-02-07,15:11:00,Auto,rapido_auto.png,UPI,3.7,3.4,0.0,0.0,0.0,None,998.0,122.0,12.22,24.0,6.0
RAP20250703115,Completed,97.12,CUST_7990,DR_758,Hyderabad,Delhi,19.02,13,2025-07-23,08:29:00,Bike,rapido_auto.png,Cash,4.5,3.5,0.0,0.0,0.0,None,952.0,96.0,10.08,11.0,19.0
RAP20250703116,Cancelled,89.28,CUST_3831,DR_240,Delhi,Delhi,4.66,30,2025-07-24,12:54:00,Bike,rapido_auto.png,UPI,3.9,3.2,0.0,1.0,0.0,None,922.0,108.0,11.71,14.0,13.0
RAP20250703117,Completed,55.96,CUST_6799,DR_255,Chennai,Delhi,13.34,15,2025-07-23,06:38:00,Bike,rapido_bike.png,UPI,4.1,4.7,0.0,0.0,0.0,None,952.0,96.0,10.08,20.0,17.0
RAP20250703118,Completed,161.37,CUST_4517,DR_608,Bengaluru,Hyderabad,20.0,45,2025-02-07,17:22:00,Bike,rapido_bike.png,UPI,3.7,3.5,0.0,0.0,0.0,None,998.0,122.0,12.22,24.0,39.0
RAP20250703119,Completed,49.63,CUST_4066,DR_894,Chennai,Hyderabad,6.75,55,2025-07-15,15:48:00,Bike,rapido_auto.png,UPI,3.2,3.1,0.0,0.0,0.0,None,958.0,109.0,11.38,27.0,13.0
RAP20250703120,Completed,198.52,CUST_5505,DR_253,Chennai,Hyderabad,3.66,49,2025-07-07,04:51:00,Bike,rapido_bike.png,UPI,3.8,4.0,0.0,0.0,0.0,None,969.0,111.0,11.46,5.0,37.0
RAP20250703121,Completed,232.23,CUST_5585,DR_325,Delhi,Hyderabad,22.92,46,2025-07-25,12:42:00,Bike,rapido_bike.png,Wallet,3.7,3.1,0.0,0.0,0.0,None,964.0,134.0,13.9,5.0,29.0
RAP20250703122,Completed,235.01,CUST_8307,DR_635,Bengaluru,Chennai,19.43,33,2025-07-13,22:33:00,Bike,rapido_bike.png,UPI,4.9,4.2,0.0,0.0,0.0,None,972.0,114.0,11.73,11.0,35.0
RAP20250703123,Completed,53.74,CUST_3435,DR_485,Bengaluru,Bengaluru,8.64,26,2025-07-21,10:02:00,Auto,rapido_bike.png,Cash,3.4,3.3,0.0,0.0,0.0,None,970.0,108.0,11.13,13.0,6.0
RAP20250703124,Completed,152.82,CUST_1567,DR_919,Hyderabad,Pune,18.73,31,2025-07-23,00:29:00,Bike,rapido_auto.png,Cash,4.5,4.5,0.0,0.0,0.0,None,952.0,96.0,10.08,17.0,37.0
RAP20250703125,Completed,51.36,CUST_5026,DR_701,Pune,Pune,2.18,32,2025-07-15,04:35:00,Bike,rapido_bike.png,UPI,3.8,3.1,0.0,0.0,0.0,None,958.0,109.0,11.38,17.0,8.0
RAP20250703126,Completed,155.84,CUST_5835,DR_582,Hyderabad,Bengaluru,20.49,53,2025-12-07,21:45:00,Bike,rapido_bike.png,UPI,3.3,3.2,0.0,0.0,0.0,None,1006.0,117.0,11.63,12.0,28.0
RAP20250703127,Completed,209.3,CUST_9173,DR_373,Delhi,Pune,10.64,47,2025-06-07,09:53:00,Bike,rapido_auto.png,UPI,4.4,3.2,0.0,0.0,0.0,None,987.0,120.0,12.16,7.0,13.0
RAP20250703128,Completed,148.31,CUST_7750,DR_803,Bengaluru,Chennai,7.72,44,2025-07-29,07:32:00,Bike,rapido_auto.png,Cash,4.2,3.9,0.0,0.0,0.0,None,969.0,105.0,10.84,24.0,23.0
RAP20250703129,Incomplete,221.85,CUST_8848,DR_228,Chennai,Bengaluru,6.44,58,2025-07-24,20:45:00,Bike,rapido_auto.png,Cash,4.8,3.5,0.0,0.0,1.0,Driver delayed,922.0,108.0,11.71,19.0,33.0
RAP20250703130,Cancelled,206.37,CUST_1999,DR_807,Chennai,Pune,11.2,19,2025-09-07,22:22:00,Bike,rapido_auto.png,Cash,4.0,4.1,1.0,0.0,0.0,None,986.0,119.0,12.07,7.0,29.0
RAP20250703131,Completed,90.84,CUST_2437,DR_201,Pune,Delhi,16.83,7,2025-07-14,16:49:00,Auto,rapido_auto.png,Wallet,4.8,4.7,0.0,0.0,0.0,None,957.0,113.0,11.81,23.0,31.0
RAP20250703132,Cancelled,168.62,CUST_5583,DR_767,Delhi,Chennai,20.17,25,2025-07-15,00:01:00,Bike,rapido_auto.png,UPI,4.5,3.7,0.0,1.0,0.0,None,958.0,109.0,11.38,10.0,15.0
RAP20250703133,Cancelled,31.63,CUST_7275,DR_977,Delhi,Pune,1.95,28,2025-07-23,18:39:00,Auto,rapido_auto.png,UPI,4.7,3.9,0.0,1.0,0.0,None,952.0,96.0,10.08,7.0,18.0
RAP20250703134,Completed,117.13,CUST_3248,DR_844,Hyderabad,Chennai,23.6,44,2025-07-28,18:58:00,Auto,rapido_auto.png,Card,3.7,3.3,0.0,0.0,0.0,None,999.0,115.0,11.51,11.0,39.0
RAP20250703135,Completed,82.35,CUST_7868,DR_884,Bengaluru,Bengaluru,21.17,36,2025-07-07,16:27:00,Auto,rapido_bike.png,UPI,3.0,4.6,0.0,0.0,0.0,None,969.0,111.0,11.46,11.0,11.0
RAP20250703136,Completed,236.17,CUST_4267,DR_555,Bengaluru,Bengaluru,24.04,8,2025-04-07,13:57:00,Bike,rapido_auto.png,UPI,4.9,4.6,0.0,0.0,0.0,None,952.0,117.0,12.29,15.0,11.0
RAP20250703137,Completed,119.19,CUST_9614,DR_861,Pune,Bengaluru,7.54,51,2025-07-23,21:59:00,Bike,rapido_bike.png,Cash,3.7,4.5,0.0,0.0,0.0,None,952.0,96.0,10.08,25.0,15.0
RAP20250703138,Completed,173.89,CUST_5082,DR_993,Chennai,Pune,5.26,43,2025-01-07,22:36:00,Bike,rapido_auto.png,UPI,3.9,3.2,0.0,0.0,0.0,None,979.0,112.0,11.44,13.0,20.0
RAP20250703139,Completed,191.04,CUST_9907,DR_922,Hyderabad,Hyderabad,22.06,57,2025-07-27,05:50:00,Bike,rapido_auto.png,UPI,4.8,4.3,0.0,0.0,0.0,None,961.0,112.0,11.65,17.0,18.0
RAP20250703140,Completed,200.11,CUST_1319,DR_312,Pune,Chennai,1.94,46,2025-07-19,22:17:00,Auto,rapido_auto.png,Wallet,3.2,4.9,0.0,0.0,0.0,None,980.0,121.0,12.35,11.0,12.0
RAP20250703141,Completed,191.87,CUST_7266,DR_499,Bengaluru,Pune,11.26,53,2025-07-21,20:51:00,Auto,rapido_bike.png,Wallet,3.5,4.9,0.0,0.0,0.0,None,970.0,108.0,11.13,8.0,31.0
RAP20250703142,Cancelled,93.62,CUST_6883,DR_916,Hyderabad,Chennai,11.6,24,2025-07-14,10:44:00,Bike,rapido_bike.png,UPI,3.9,3.5,1.0,0.0,0.0,None,957.0,113.0,11.81,20.0,9.0
RAP20250703143,Completed,180.93,CUST_8859,DR_643,Delhi,Delhi,6.82,34,2025-07-28,00:59:00,Bike,rapido_auto.png,UPI,4.1,4.1,0.0,0.0,0.0,None,999.0,115.0,11.51,20.0,25.0
RAP20250703144,Completed,150.78,CUST_9921,DR_337,Chennai,Bengaluru,6.95,11,2025-07-13,10:04:00,Auto,rapido_auto.png,UPI,4.2,3.1,0.0,0.0,0.0,None,972.0,114.0,11.73,22.0,22.0
RAP20250703145,Completed,161.42,CUST_8940,DR_647,Bengaluru,Bengaluru,17.18,45,2025-07-31,08:39:00,Bike,rapido_bike.png,Cash,3.1,3.4,0.0,0.0,0.0,None,966.0,106.0,10.97,16.0,25.0
RAP20250703146,Completed,30.18,CUST_6636,DR_476,Bengaluru,Hyderabad,9.01,33,2025-03-07,00:19:00,Bike,rapido_bike.png,UPI,4.2,3.5,0.0,0.0,0.0,None,940.0,109.0,11.6,10.0,8.0
RAP20250703147,Cancelled,86.82,CUST_9231,DR_773,Pune,Bengaluru,3.93,32,2025-07-18,16:48:00,Auto,rapido_auto.png,Wallet,3.7,3.3,1.0,0.0,0.0,None,977.0,117.0,11.98,12.0,36.0
RAP20250703148,Completed,234.75,CUST_6269,DR_904,Chennai,Delhi,9.44,14,2025-11-07,14:47:00,Bike,rapido_auto.png,Wallet,4.5,4.5,0.0,0.0,0.0,None,994.0,124.0,12.47,12.0,6.0
RAP20250703149,Completed,93.82,CUST_7363,DR_995,Bengaluru,Chennai,13.26,45,2025-07-16,07:22:00,Bike,rapido_auto.png,UPI,3.1,5.0,0.0,0.0,0.0,None,935.0,112.0,11.98,23.0,15.0
RAP20250703150,Completed,126.36,CUST_5430,DR_156,Bengaluru,Pune,2.46,16,2025-07-15,23:38:00,Bike,rapido_auto.png,UPI,3.3,4.7,0.0,0.0,0.0,None,958.0,109.0,11.38,12.0,38.0
RAP20250703151,Completed,71.07,CUST_3946,DR_694,Bengaluru,Bengaluru,24.78,9,2025-07-21,15:23:00,Auto,rapido_auto.png,UPI,3.4,3.2,0.0,0.0,0.0,None,970.0,108.0,11.13,7.0,36.0
RAP20250703152,Completed,60.49,CUST_1427,DR_432,Pune,Pune,18.13,32,2025-07-16,08:14:00,Bike,rapido_auto.png,Wallet,4.8,3.4,0.0,0.0,0.0,None,935.0,112.0,11.98,8.0,32.0
RAP20250703153,Completed,75.91,CUST_6224,DR_957,Bengaluru,Hyderabad,4.16,13,2025-12-07,09:50:00,Bike,rapido_auto.png,UPI,3.3,3.5,0.0,0.0,0.0,None,1006.0,117.0,11.63,5.0,12.0
RAP20250703154,Completed,151.8,CUST_4588,DR_795,Pune,Bengaluru,2.52,7,2025-07-31,10:15:00,Bike,rapido_auto.png,Card,3.3,3.6,0.0,0.0,0.0,None,966.0,106.0,10.97,18.0,36.0
RAP20250703155,Completed,232.19,CUST_1480,DR_746,Delhi,Hyderabad,24.79,11,2025-07-26,12:53:00,Auto,rapido_bike.png,Cash,3.9,3.4,0.0,0.0,0.0,None,1009.0,133.0,13.18,26.0,34.0
RAP20250703156,Completed,101.76,CUST_5602,DR_561,Delhi,Chennai,16.21,24,2025-07-07,09:39:00,Auto,rapido_auto.png,Wallet,4.3,4.9,0.0,0.0,0.0,None,969.0,111.0,11.46,11.0,30.0
RAP20250703157,Cancelled,101.15,CUST_1959,DR_121,Delhi,Chennai,15.6,5,2025-07-28,18:25:00,Bike,rapido_auto.png,Card,3.5,4.2,1.0,0.0,0.0,None,999.0,115.0,11.51,21.0,36.0
RAP20250703158,Completed,154.11,CUST_8728,DR_908,Delhi,Delhi,6.71,21,2025-10-07,03:45:00,Bike,rapido_auto.png,Wallet,3.1,3.4,0.0,0.0,0.0,None,953.0,113.0,11.86,16.0,10.0
RAP20250703159,Cancelled,108.48,CUST_9674,DR_699,Hyderabad,Bengaluru,22.06,52,2025-07-26,01:31:00,Bike,rapido_bike.png,Card,4.8,4.6,0.0,1.0,0.0,None,1009.0,133.0,13.18,6.0,37.0
RAP20250703160,Completed,230.29,CUST_6856,DR_298,Hyderabad,Pune,3.15,26,2025-07-26,15:46:00,Bike,rapido_auto.png,Wallet,4.1,4.2,0.0,0.0,0.0,None,1009.0,133.0,13.18,9.0,18.0
RAP20250703161,Completed,113.13,CUST_4813,DR_364,Delhi,Bengaluru,19.5,33,2025-07-20,18:38:00,Auto,rapido_auto.png,Cash,3.9,4.6,0.0,0.0,0.0,None,906.0,109.0,12.03,6.0,24.0
RAP20250703162,Completed,137.9,CUST_3615,DR_130,Delhi,Chennai,4.64,39,2025-10-07,20:28:00,Bike,rapido_bike.png,UPI,3.1,3.7,0.0,0.0,0.0,None,953.0,113.0,11.86,8.0,22.0
RAP20250703163,Completed,147.35,CUST_2640,DR_899,Chennai,Hyderabad,20.37,31,2025-08-07,14:09:00,Bike,rapido_bike.png,UPI,3.1,4.1,0.0,0.0,0.0,None,929.0,118.0,12.7,9.0,21.0
RAP20250703164,Completed,202.05,CUST_5060,DR_833,Bengaluru,Delhi,6.54,28,2025-07-16,04:10:00,Bike,rapido_bike.png,UPI,4.3,4.8,0.0,0.0,0.0,None,935.0,112.0,11.98,11.0,37.0
RAP20250703165,Completed,154.06,CUST_4951,DR_719,Chennai,Pune,24.41,59,2025-05-07,04:44:00,Bike,rapido_bike.png,Wallet,3.1,3.4,0.0,0.0,0.0,None,1003.0,114.0,11.37,20.0,8.0
RAP20250703166,Completed,82.61,CUST_5366,DR_687,Chennai,Hyderabad,6.27,47,2025-07-22,13:19:00,Auto,rapido_bike.png,Wallet,3.1,4.6,0.0,0.0,0.0,None,963.0,115.0,11.94,24.0,8.0
RAP20250703167,Cancelled,57.28,CUST_9743,DR_187,Chennai,Pune,15.62,51,2025-11-07,12:46:00,Bike,rapido_bike.png,UPI,3.0,4.9,1.0,0.0,0.0,None,994.0,124.0,12.47,26.0,17.0
RAP20250703168,Completed,236.31,CUST_1916,DR_516,Chennai,Delhi,21.89,46,2025-07-15,21:05:00,Auto,rapido_auto.png,UPI,4.6,3.6,0.0,0.0,0.0,None,958.0,109.0,11.38,6.0,31.0
RAP20250703169,Completed,206.34,CUST_4594,DR_799,Chennai,Delhi,11.68,19,2025-07-14,10:59:00,Bike,rapido_bike.png,UPI,3.4,4.0,0.0,0.0,0.0,None,957.0,113.0,11.81,20.0,27.0
RAP20250703170,Completed,35.05,CUST_7363,DR_469,Chennai,Pune,12.58,12,2025-07-23,07:15:00,Auto,rapido_bike.png,UPI,4.2,3.6,0.0,0.0,0.0,None,952.0,96.0,10.08,25.0,11.0
RAP20250703171,Completed,210.74,CUST_6813,DR_133,Delhi,Chennai,23.74,40,2025-07-17,01:00:00,Bike,rapido_bike.png,UPI,3.9,4.9,0.0,0.0,0.0,None,994.0,133.0,13.38,12.0,34.0
RAP20250703172,Completed,159.93,CUST_3846,DR_656,Chennai,Hyderabad,3.2,58,2025-07-20,04:31:00,Auto,rapido_bike.png,Cash,3.9,4.8,0.0,0.0,0.0,None,906.0,109.0,12.03,15.0,29.0
RAP20250703173,Completed,144.16,CUST_3885,DR_216,Hyderabad,Hyderabad,13.54,43,2025-07-07,00:08:00,Bike,rapido_auto.png,UPI,4.6,3.8,0.0,0.0,0.0,None,969.0,111.0,11.46,5.0,31.0
RAP20250703174,Completed,32.69,CUST_4875,DR_171,Bengaluru,Bengaluru,10.92,40,2025-01-07,14:49:00,Auto,rapido_auto.png,UPI,5.0,3.8,0.0,0.0,0.0,None,979.0,112.0,11.44,22.0,21.0
RAP20250703175,Completed,201.79,CUST_6210,DR_293,Hyderabad,Hyderabad,13.15,28,2025-07-21,11:47:00,Auto,rapido_auto.png,Cash,4.8,4.9,0.0,0.0,0.0,None,970.0,108.0,11.13,14.0,16.0
RAP20250703176,Completed,73.57,CUST_6878,DR_521,Pune,Chennai,8.41,29,2025-07-07,01:54:00,Bike,rapido_auto.png,Card,3.4,4.2,0.0,0.0,0.0,None,969.0,111.0,11.46,12.0,16.0
RAP20250703177,Completed,190.16,CUST_1462,DR_922,Hyderabad,Chennai,3.18,25,2025-12-07,15:53:00,Auto,rapido_auto.png,Wallet,4.3,3.8,0.0,0.0,0.0,None,1006.0,117.0,11.63,20.0,11.0
RAP20250703178,Cancelled,33.49,CUST_6761,DR_809,Pune,Pune,7.38,7,2025-08-07,13:51:00,Bike,rapido_bike.png,UPI,3.2,3.4,1.0,0.0,0.0,None,929.0,118.0,12.7,14.0,13.0
RAP20250703179,Completed,205.2,CUST_3328,DR_909,Delhi,Bengaluru,2.0,10,2025-05-07,19:30:00,Bike,rapido_auto.png,UPI,4.1,3.7,0.0,0.0,0.0,None,1003.0,114.0,11.37,10.0,8.0
RAP20250703180,Completed,35.07,CUST_4084,DR_365,Pune,Hyderabad,4.4,48,2025-10-07,22:27:00,Bike,rapido_auto.png,UPI,4.5,3.5,0.0,0.0,0.0,None,953.0,113.0,11.86,14.0,8.0
RAP20250703181,Completed,81.9,CUST_9064,DR_976,Chennai,Hyderabad,7.25,50,2025-07-13,22:36:00,Bike,rapido_bike.png,UPI,3.5,3.4,0.0,0.0,0.0,None,972.0,114.0,11.73,28.0,27.0
RAP20250703182,Completed,89.02,CUST_9882,DR_871,Chennai,Delhi,8.44,14,2025-07-19,07:54:00,Bike,rapido_bike.png,Cash,4.6,3.7,0.0,0.0,0.0,None,980.0,121.0,12.35,22.0,13.0
RAP20250703183,Completed,64.65,CUST_6063,DR_892,Chennai,Pune,10.34,11,2025-07-27,17:44:00,Bike,rapido_auto.png,Wallet,3.9,3.9,0.0,0.0,0.0,None,961.0,112.0,11.65,25.0,32.0
RAP20250703184,Completed,135.83,CUST_3876,DR_119,Pune,Bengaluru,22.64,57,2025-03-07,01:57:00,Bike,rapido_bike.png,UPI,4.9,4.9,0.0,0.0,0.0,None,940.0,109.0,11.6,29.0,16.0
