Customer_ID,Total_Rides,Customer_Segment
CUST_3241,1,One-time
CUST_3242,4,Occasional
CUST_3243,4,Occasional
CUST_3244,2,Occasional
CUST_3245,2,Occasional
CUST_3246,3,Occasional
CUST_3247,3,Occasional
CUST_3248,7,Frequent
CUST_3249,3,Occasional
CUST_3250,3,Occasional
CUST_3251,2,Occasional
CUST_3252,3,Occasional
CUST_3253,6,Frequent
CUST_3254,1,One-time
CUST_3255,5,Occasional
CUST_3256,1,One-time
CUST_3257,5,Occasional
CUST_3258,3,Occasional
CUST_3259,1,One-time
CUST_3260,2,Occasional
CUST_3262,5,Occasional
CUST_3263,2,Occasional
CUST_3264,4,Occasional
CUST_3265,2,Occasional
CUST_3266,2,Occasional
CUST_3267,5,Occasional
CUST_3269,3,Occasional
CUST_3270,4,Occasional
CUST_3271,2,Occasional
CUST_3272,1,One-time
CUST_3273,3,Occasional
CUST_3274,1,One-time
CUST_3275,2,Occasional
CUST_3276,3,Occasional
CUST_3277,1,One-time
CUST_3278,1,One-time
CUST_3279,1,One-time
CUST_3280,4,Occasional
CUST_3281,3,Occasional
CUST_3282,3,Occasional
CUST_3283,1,One-time
CUST_3284,2,Occasional
CUST_3285,1,One-time
CUST_3286,5,Occasional
CUST_3287,2,Occasional
CUST_3288,1,One-time
CUST_3289,3,Occasional
CUST_3290,5,Occasional
CUST_3291,5,Occasional
CUST_3292,7,Frequent
CUST_3293,4,Occasional
CUST_3294,2,Occasional
CUST_3295,2,Occasional
CUST_3296,1,One-time
CUST_3297,2,Occasional
CUST_3298,4,Occasional
CUST_3299,3,Occasional
CUST_3300,2,Occasional
CUST_3301,3,Occasional
CUST_3302,2,Occasional
CUST_3303,3,Occasional
CUST_3304,1,One-time
CUST_3305,2,Occasional
CUST_3306,1,One-time
CUST_3307,6,Frequent
CUST_3308,3,Occasional
CUST_3310,1,One-time
CUST_3312,1,One-time
CUST_3314,4,Occasional
CUST_3315,3,Occasional
CUST_3316,4,Occasional
CUST_3317,5,Occasional
CUST_3318,4,Occasional
CUST_3319,2,Occasional
CUST_3320,4,Occasional
CUST_3321,5,Occasional
CUST_3322,5,Occasional
CUST_3323,5,Occasional
CUST_3324,2,Occasional
CUST_3325,2,Occasional
CUST_3326,1,One-time
CUST_3327,3,Occasional
CUST_3328,3,Occasional
CUST_3329,2,Occasional
CUST_3330,2,Occasional
CUST_3331,2,Occasional
CUST_3332,4,Occasional
CUST_3333,4,Occasional
CUST_3334,2,Occasional
CUST_3336,5,Occasional
CUST_3337,3,Occasional
CUST_3338,5,Occasional
CUST_3339,1,One-time
CUST_3340,3,Occasional
CUST_3341,1,One-time
CUST_3342,1,One-time
CUST_3344,5,Occasional
CUST_3345,2,Occasional
CUST_3346,4,Occasional
CUST_3347,3,Occasional
CUST_3348,3,Occasional
CUST_3350,2,Occasional
CUST_3351,1,One-time
CUST_3352,1,One-time
CUST_3353,4,Occasional
CUST_3354,2,Occasional
CUST_3355,3,Occasional
CUST_3356,1,One-time
CUST_3357,3,Occasional
CUST_3358,1,One-time
CUST_3359,3,Occasional
CUST_3360,3,Occasional
CUST_3361,4,Occasional
CUST_3362,2,Occasional
CUST_3363,3,Occasional
CUST_3364,3,Occasional
CUST_3365,4,Occasional
CUST_3366,2,Occasional
CUST_3367,1,One-time
CUST_3369,6,Frequent
CUST_3370,5,Occasional
CUST_3371,1,One-time
CUST_3372,3,Occasional
CUST_3373,1,One-time
CUST_3374,2,Occasional
CUST_3375,1,One-time
CUST_3376,3,Occasional
CUST_3378,6,Frequent
CUST_3379,1,One-time
CUST_3381,5,Occasional
CUST_3382,1,One-time
CUST_3383,1,One-time
CUST_3384,5,Occasional
CUST_3385,3,Occasional
CUST_3386,1,One-time
CUST_3387,3,Occasional
CUST_3388,2,Occasional
CUST_3389,3,Occasional
CUST_3390,3,Occasional
CUST_3391,3,Occasional
CUST_3392,1,One-time
CUST_3393,3,Occasional
CUST_3394,2,Occasional
CUST_3395,2,Occasional
CUST_3396,2,Occasional
CUST_3397,2,Occasional
CUST_3399,3,Occasional
CUST_3400,4,Occasional
CUST_3401,4,Occasional
CUST_3402,2,Occasional
CUST_3403,1,One-time
CUST_3404,1,One-time
CUST_3406,5,Occasional
CUST_3407,1,One-time
CUST_3408,1,One-time
CUST_3409,2,Occasional
CUST_3410,1,One-time
CUST_3411,1,One-time
CUST_3412,2,Occasional
CUST_3413,1,One-time
CUST_3414,6,Frequent
CUST_3415,4,Occasional
CUST_3416,4,Occasional
CUST_3417,2,Occasional
CUST_3418,4,Occasional
CUST_3419,3,Occasional
CUST_3420,2,Occasional
CUST_3421,5,Occasional
CUST_3422,4,Occasional
CUST_3423,4,Occasional
CUST_3424,3,Occasional
CUST_3425,3,Occasional
CUST_3426,2,Occasional
CUST_3427,4,Occasional
CUST_3428,1,One-time
CUST_3429,2,Occasional
CUST_3430,8,Frequent
CUST_3431,2,Occasional
CUST_3432,2,Occasional
CUST_3434,4,Occasional
CUST_3435,5,Occasional
CUST_3436,2,Occasional
CUST_3438,2,Occasional
CUST_3439,2,Occasional
CUST_3440,5,Occasional
CUST_3441,2,Occasional
CUST_3442,2,Occasional
CUST_3443,1,One-time
CUST_3444,5,Occasional
CUST_3445,5,Occasional
CUST_3446,4,Occasional
CUST_3447,2,Occasional
CUST_3448,1,One-time
CUST_3449,2,Occasional
CUST_3450,3,Occasional
CUST_3451,3,Occasional
CUST_3452,4,Occasional
CUST_3453,1,One-time
CUST_3455,2,Occasional
CUST_3456,4,Occasional
CUST_3458,4,Occasional
CUST_3459,3,Occasional
CUST_3460,1,One-time
CUST_3461,3,Occasional
CUST_3463,5,Occasional
CUST_3464,2,Occasional
CUST_3465,4,Occasional
CUST_3466,1,One-time
CUST_3467,4,Occasional
CUST_3468,3,Occasional
CUST_3469,2,Occasional
CUST_3470,2,Occasional
CUST_3471,3,Occasional
CUST_3472,2,Occasional
CUST_3473,3,Occasional
CUST_3474,4,Occasional
CUST_3475,1,One-time
CUST_3476,3,Occasional
CUST_3478,2,Occasional
CUST_3479,1,One-time
CUST_3480,4,Occasional
CUST_3481,4,Occasional
CUST_3482,1,One-time
CUST_3483,3,Occasional
CUST_3484,3,Occasional
CUST_3485,4,Occasional
CUST_3486,4,Occasional
CUST_3487,3,Occasional
CUST_3488,1,One-time
CUST_3489,1,One-time
CUST_3490,2,Occasional
CUST_3491,1,One-time
CUST_3492,3,Occasional
CUST_3493,1,One-time
CUST_3494,2,Occasional
CUST_3496,5,Occasional
CUST_3497,3,Occasional
CUST_3498,2,Occasional
CUST_3500,3,Occasional
CUST_3501,3,Occasional
CUST_3502,5,Occasional
CUST_3503,2,Occasional
CUST_3504,3,Occasional
CUST_3505,1,One-time
CUST_3506,3,Occasional
CUST_3507,4,Occasional
CUST_3508,2,Occasional
CUST_3509,4,Occasional
CUST_3510,1,One-time
CUST_3511,3,Occasional
CUST_3512,2,Occasional
CUST_3513,2,Occasional
CUST_3514,3,Occasional
CUST_3516,2,Occasional
CUST_3517,3,Occasional
CUST_3518,5,Occasional
CUST_3519,2,Occasional
CUST_3521,3,Occasional
CUST_3522,2,Occasional
CUST_3523,5,Occasional
CUST_3524,2,Occasional
CUST_3525,8,Frequent
CUST_3526,3,Occasional
CUST_3527,5,Occasional
CUST_3529,1,One-time
CUST_3530,1,One-time
CUST_3531,2,Occasional
CUST_3532,5,Occasional
CUST_3534,2,Occasional
CUST_3535,5,Occasional
CUST_3536,3,Occasional
CUST_3537,1,One-time
CUST_3538,1,One-time
CUST_3539,6,Frequent
CUST_3540,3,Occasional
CUST_3541,1,One-time
CUST_3542,2,Occasional
CUST_3543,2,Occasional
CUST_3544,1,One-time
CUST_3545,2,Occasional
CUST_3546,2,Occasional
CUST_3547,3,Occasional
CUST_3548,3,Occasional
CUST_3549,3,Occasional
CUST_3550,1,One-time
CUST_3551,5,Occasional
CUST_3553,3,Occasional
CUST_3554,5,Occasional
CUST_3555,3,Occasional
CUST_3556,1,One-time
CUST_3557,1,One-time
CUST_3558,1,One-time
CUST_3559,1,One-time
CUST_3560,1,One-time
CUST_3561,2,Occasional
CUST_3562,2,Occasional
CUST_3563,1,One-time
CUST_3564,2,Occasional
CUST_3565,1,One-time
CUST_3566,1,One-time
CUST_3567,2,Occasional
CUST_3568,1,One-time
CUST_3569,3,Occasional
CUST_3571,5,Occasional
CUST_3572,5,Occasional
CUST_3573,3,Occasional
CUST_3574,2,Occasional
CUST_3575,2,Occasional
CUST_3576,1,One-time
CUST_3577,1,One-time
CUST_3578,5,Occasional
CUST_3579,4,Occasional
CUST_3580,4,Occasional
CUST_3581,2,Occasional
CUST_3582,1,One-time
CUST_3583,4,Occasional
CUST_3584,2,Occasional
CUST_3585,2,Occasional
CUST_3586,1,One-time
CUST_3587,4,Occasional
CUST_3588,2,Occasional
CUST_3589,3,Occasional
CUST_3590,1,One-time
CUST_3591,4,Occasional
CUST_3592,2,Occasional
CUST_3593,5,Occasional
CUST_3594,3,Occasional
CUST_3595,5,Occasional
CUST_3597,1,One-time
CUST_3598,6,Frequent
CUST_3600,3,Occasional
CUST_3601,3,Occasional
CUST_3603,1,One-time
CUST_3604,2,Occasional
CUST_3605,2,Occasional
CUST_3606,3,Occasional
CUST_3607,3,Occasional
CUST_3608,6,Frequent
CUST_3609,2,Occasional
CUST_3610,4,Occasional
CUST_3611,2,Occasional
CUST_3612,4,Occasional
CUST_3613,1,One-time
CUST_3614,1,One-time
CUST_3615,2,Occasional
CUST_3616,2,Occasional
CUST_3617,1,One-time
CUST_3618,3,Occasional
CUST_3619,3,Occasional
CUST_3620,1,One-time
CUST_3621,5,Occasional
CUST_3623,2,Occasional
CUST_3625,5,Occasional
CUST_3626,4,Occasional
CUST_3627,6,Frequent
CUST_3628,2,Occasional
CUST_3630,1,One-time
CUST_3631,2,Occasional
CUST_3632,2,Occasional
CUST_3633,2,Occasional
CUST_3634,2,Occasional
CUST_3635,2,Occasional
CUST_3636,4,Occasional
CUST_3637,2,Occasional
CUST_3638,1,One-time
CUST_3639,4,Occasional
CUST_3641,5,Occasional
CUST_3642,2,Occasional
CUST_3643,3,Occasional
CUST_3644,5,Occasional
CUST_3645,2,Occasional
CUST_3646,2,Occasional
CUST_3647,2,Occasional
CUST_3650,2,Occasional
CUST_3651,4,Occasional
CUST_3652,3,Occasional
CUST_3653,4,Occasional
CUST_3654,4,Occasional
CUST_3655,6,Frequent
CUST_3656,1,One-time
CUST_3657,1,One-time
CUST_3658,3,Occasional
CUST_3659,1,One-time
CUST_3660,2,Occasional
CUST_3661,3,Occasional
CUST_3662,5,Occasional
CUST_3663,3,Occasional
CUST_3664,4,Occasional
CUST_3665,1,One-time
CUST_3666,4,Occasional
CUST_3667,2,Occasional
CUST_3668,4,Occasional
CUST_3669,4,Occasional
CUST_3670,1,One-time
CUST_3671,2,Occasional
CUST_3672,3,Occasional
CUST_3674,2,Occasional
CUST_3675,4,Occasional
CUST_3676,4,Occasional
CUST_3677,3,Occasional
CUST_3679,4,Occasional
CUST_3680,1,One-time
CUST_3681,1,One-time
CUST_3682,1,One-time
CUST_3683,3,Occasional
CUST_3684,1,One-time
CUST_3685,2,Occasional
CUST_3686,1,One-time
CUST_3687,4,Occasional
CUST_3688,2,Occasional
CUST_3689,5,Occasional
CUST_3690,3,Occasional
CUST_3691,3,Occasional
CUST_3692,2,Occasional
CUST_3693,2,Occasional
CUST_3694,3,Occasional
CUST_3695,3,Occasional
CUST_3697,4,Occasional
CUST_3698,2,Occasional
CUST_3699,1,One-time
CUST_3700,5,Occasional
CUST_3701,2,Occasional
CUST_3702,2,Occasional
CUST_3703,3,Occasional
CUST_3704,2,Occasional
CUST_3705,3,Occasional
CUST_3706,1,One-time
CUST_3707,1,One-time
CUST_3708,1,One-time
CUST_3709,2,Occasional
CUST_3711,2,Occasional
CUST_3712,2,Occasional
CUST_3713,7,Frequent
CUST_3714,1,One-time
CUST_3716,1,One-time
CUST_3717,1,One-time
CUST_3718,3,Occasional
CUST_3719,2,Occasional
CUST_3721,4,Occasional
CUST_3722,2,Occasional
CUST_3723,2,Occasional
CUST_3724,1,One-time
CUST_3725,7,Frequent
CUST_3726,1,One-time
CUST_3727,2,Occasional
CUST_3728,2,Occasional
CUST_3730,5,Occasional
CUST_3731,1,One-time
CUST_3732,3,Occasional
CUST_3733,3,Occasional
CUST_3734,5,Occasional
CUST_3735,3,Occasional
CUST_3736,7,Frequent
CUST_3738,2,Occasional
CUST_3739,1,One-time
CUST_3740,4,Occasional
CUST_3741,2,Occasional
CUST_3742,5,Occasional
CUST_3743,3,Occasional
CUST_3744,3,Occasional
CUST_3745,3,Occasional
CUST_3747,3,Occasional
CUST_3748,2,Occasional
CUST_3749,1,One-time
CUST_3750,2,Occasional
CUST_3751,2,Occasional
CUST_3752,1,One-time
CUST_3753,2,Occasional
CUST_3754,4,Occasional
CUST_3755,4,Occasional
CUST_3756,3,Occasional
CUST_3757,1,One-time
CUST_3758,3,Occasional
CUST_3759,3,Occasional
CUST_3760,1,One-time
CUST_3761,3,Occasional
CUST_3762,3,Occasional
CUST_3763,1,One-time
CUST_3764,3,Occasional
CUST_3765,1,One-time
CUST_3766,1,One-time
CUST_3767,1,One-time
CUST_3768,3,Occasional
CUST_3769,2,Occasional
CUST_3770,2,Occasional
CUST_3772,2,Occasional
CUST_3773,3,Occasional
CUST_3774,3,Occasional
CUST_3776,1,One-time
CUST_3777,1,One-time
CUST_3778,2,Occasional
CUST_3780,4,Occasional
CUST_3781,2,Occasional
CUST_3782,1,One-time
CUST_3783,2,Occasional
CUST_3784,2,Occasional
CUST_3785,3,Occasional
CUST_3787,2,Occasional
CUST_3788,2,Occasional
CUST_3789,2,Occasional
CUST_3790,4,Occasional
CUST_3791,2,Occasional
CUST_3792,3,Occasional
CUST_3793,6,Frequent
CUST_3794,3,Occasional
CUST_3795,4,Occasional
CUST_3796,2,Occasional
CUST_3797,5,Occasional
CUST_3798,3,Occasional
CUST_3799,2,Occasional
CUST_3800,4,Occasional
CUST_3801,2,Occasional
CUST_3802,1,One-time
CUST_3803,3,Occasional
CUST_3804,3,Occasional
CUST_3805,2,Occasional
CUST_3806,1,One-time
CUST_3807,5,Occasional
CUST_3808,1,One-time
CUST_3809,1,One-time
CUST_3810,1,One-time
CUST_3811,2,Occasional
CUST_3812,2,Occasional
CUST_3813,2,Occasional
CUST_3814,3,Occasional
CUST_3815,4,Occasional
CUST_3818,1,One-time
CUST_3819,2,Occasional
CUST_3820,2,Occasional
CUST_3821,2,Occasional
CUST_3822,3,Occasional
CUST_3823,2,Occasional
CUST_3824,6,Frequent
CUST_3825,1,One-time
CUST_3826,3,Occasional
CUST_3827,3,Occasional
CUST_3828,2,Occasional
CUST_3830,2,Occasional
CUST_3831,1,One-time
CUST_3832,5,Occasional
CUST_3833,2,Occasional
CUST_3835,2,Occasional
CUST_3836,1,One-time
CUST_3837,2,Occasional
CUST_3838,2,Occasional
CUST_3839,3,Occasional
CUST_3840,1,One-time
CUST_3841,3,Occasional
CUST_3842,3,Occasional
CUST_3843,4,Occasional
CUST_3844,1,One-time
CUST_3845,3,Occasional
CUST_3846,3,Occasional
CUST_3847,3,Occasional
CUST_3848,2,Occasional
CUST_3849,2,Occasional
CUST_3850,2,Occasional
CUST_3851,2,Occasional
CUST_3852,2,Occasional
CUST_3853,1,One-time
CUST_3854,4,Occasional
CUST_3855,4,Occasional
CUST_3856,2,Occasional
CUST_3858,4,Occasional
CUST_3859,3,Occasional
CUST_3860,2,Occasional
CUST_3861,1,One-time
CUST_3862,2,Occasional
CUST_3863,1,One-time
CUST_3864,2,Occasional
CUST_3865,2,Occasional
CUST_3866,2,Occasional
CUST_3867,4,Occasional
CUST_3868,6,Frequent
CUST_3869,5,Occasional
CUST_3870,3,Occasional
CUST_3871,3,Occasional
CUST_3872,2,Occasional
CUST_3873,3,Occasional
CUST_3875,5,Occasional
CUST_3876,2,Occasional
CUST_3877,3,Occasional
CUST_3878,2,Occasional
CUST_3879,4,Occasional
CUST_3880,2,Occasional
CUST_3881,3,Occasional
CUST_3882,2,Occasional
CUST_3883,2,Occasional
CUST_3884,1,One-time
CUST_3885,5,Occasional
CUST_3886,3,Occasional
CUST_3887,1,One-time
CUST_3888,1,One-time
CUST_3890,3,Occasional
CUST_3892,1,One-time
CUST_3893,3,Occasional
CUST_3894,1,One-time
CUST_3895,2,Occasional
CUST_3896,1,One-time
CUST_3897,5,Occasional
CUST_3898,3,Occasional
CUST_3899,1,One-time
CUST_3900,7,Frequent
CUST_3901,5,Occasional
CUST_3902,3,Occasional
CUST_3903,7,Frequent
CUST_3905,3,Occasional
CUST_3906,4,Occasional
CUST_3907,4,Occasional
CUST_3908,2,Occasional
CUST_3909,2,Occasional
CUST_3910,6,Frequent
CUST_3911,2,Occasional
CUST_3912,1,One-time
CUST_3913,1,One-time
CUST_3914,2,Occasional
CUST_3915,2,Occasional
CUST_3916,6,Frequent
CUST_3917,2,Occasional
CUST_3918,2,Occasional
CUST_3919,3,Occasional
CUST_3920,2,Occasional
CUST_3921,3,Occasional
CUST_3923,3,Occasional
CUST_3924,2,Occasional
CUST_3925,2,Occasional
CUST_3926,3,Occasional
CUST_3927,2,Occasional
CUST_3928,3,Occasional
CUST_3929,3,Occasional
CUST_3930,4,Occasional
CUST_3931,3,Occasional
CUST_3932,5,Occasional
CUST_3933,3,Occasional
CUST_3934,1,One-time
CUST_3935,5,Occasional
CUST_3936,2,Occasional
CUST_3937,2,Occasional
CUST_3938,6,Frequent
CUST_3939,3,Occasional
CUST_3940,1,One-time
CUST_3941,2,Occasional
CUST_3942,2,Occasional
CUST_3943,1,One-time
CUST_3944,1,One-time
CUST_3945,5,Occasional
CUST_3946,2,Occasional
CUST_3947,9,Frequent
CUST_3948,2,Occasional
CUST_3949,2,Occasional
CUST_3950,2,Occasional
CUST_3953,3,Occasional
CUST_3954,2,Occasional
CUST_3955,6,Frequent
CUST_3956,3,Occasional
CUST_3957,2,Occasional
CUST_3958,4,Occasional
CUST_3959,3,Occasional
CUST_3960,5,Occasional
CUST_3961,1,One-time
CUST_3962,3,Occasional
CUST_3963,1,One-time
CUST_3964,3,Occasional
CUST_3966,1,One-time
CUST_3967,3,Occasional
CUST_3968,2,Occasional
CUST_3969,4,Occasional
CUST_3971,2,Occasional
CUST_3972,1,One-time
CUST_3973,3,Occasional
CUST_3974,1,One-time
CUST_3975,4,Occasional
CUST_3976,4,Occasional
CUST_3977,6,Frequent
CUST_3978,4,Occasional
CUST_3979,4,Occasional
CUST_3980,1,One-time
CUST_3981,2,Occasional
CUST_3983,1,One-time
CUST_3984,4,Occasional
CUST_3985,4,Occasional
CUST_3986,2,Occasional
CUST_3988,4,Occasional
CUST_3990,2,Occasional
CUST_3991,1,One-time
CUST_3992,4,Occasional
CUST_3993,2,Occasional
CUST_3994,3,Occasional
CUST_3996,4,Occasional
CUST_3997,1,One-time
CUST_3998,4,Occasional
CUST_3999,6,Frequent
CUST_4000,2,Occasional
CUST_4001,1,One-time
CUST_4002,1,One-time
CUST_4003,1,One-time
CUST_4004,4,Occasional
CUST_4005,2,Occasional
CUST_4006,1,One-time
CUST_4007,2,Occasional
CUST_4008,1,One-time
CUST_4009,1,One-time
CUST_4010,2,Occasional
CUST_4012,3,Occasional
CUST_4013,4,Occasional
CUST_4014,4,Occasional
CUST_4015,4,Occasional
CUST_4016,3,Occasional
CUST_4018,4,Occasional
CUST_4019,1,One-time
CUST_4020,2,Occasional
CUST_4021,1,One-time
CUST_4022,3,Occasional
CUST_4023,1,One-time
CUST_4024,2,Occasional
CUST_4025,1,One-time
CUST_4026,2,Occasional
CUST_4027,6,Frequent
CUST_4028,6,Frequent
CUST_4029,4,Occasional
CUST_4030,3,Occasional
CUST_4031,1,One-time
CUST_4032,3,Occasional
CUST_4033,3,Occasional
CUST_4036,1,One-time
CUST_4037,2,Occasional
CUST_4039,3,Occasional
CUST_4040,1,One-time
CUST_4041,2,Occasional
CUST_4042,4,Occasional
CUST_4043,2,Occasional
CUST_4044,2,Occasional
CUST_4046,5,Occasional
CUST_4047,2,Occasional
CUST_4048,4,Occasional
CUST_4049,1,One-time
CUST_4050,4,Occasional
CUST_4051,1,One-time
CUST_4052,5,Occasional
CUST_4053,3,Occasional
CUST_4054,2,Occasional
CUST_4055,2,Occasional
CUST_4056,6,Frequent
CUST_4057,3,Occasional
CUST_4058,3,Occasional
CUST_4059,2,Occasional
CUST_4060,6,Frequent
CUST_4061,2,Occasional
CUST_4062,1,One-time
CUST_4063,3,Occasional
CUST_4064,2,Occasional
CUST_4065,3,Occasional
CUST_4066,3,Occasional
CUST_4068,1,One-time
CUST_4069,2,Occasional
CUST_4070,3,Occasional
CUST_4072,3,Occasional
CUST_4073,1,One-time
CUST_4074,3,Occasional
CUST_4075,2,Occasional
CUST_4076,2,Occasional
CUST_4077,2,Occasional
CUST_4078,1,One-time
CUST_4079,5,Occasional
CUST_4080,3,Occasional
CUST_4081,4,Occasional
CUST_4082,2,Occasional
CUST_4083,4,Occasional
CUST_4084,4,Occasional
CUST_4085,7,Frequent
CUST_4086,2,Occasional
CUST_4087,3,Occasional
CUST_4088,2,Occasional
CUST_4089,3,Occasional
CUST_4090,2,Occasional
CUST_4091,2,Occasional
CUST_4093,2,Occasional
CUST_4094,3,Occasional
CUST_4095,4,Occasional
CUST_4096,2,Occasional
CUST_4097,2,Occasional
CUST_4098,1,One-time
CUST_4099,1,One-time
CUST_4101,1,One-time
CUST_4102,4,Occasional
CUST_4103,2,Occasional
CUST_4104,5,Occasional
CUST_4105,2,Occasional
CUST_4106,1,One-time
CUST_4107,1,One-time
CUST_4109,4,Occasional
CUST_4110,5,Occasional
CUST_4111,2,Occasional
CUST_4112,4,Occasional
CUST_4113,2,Occasional
CUST_4114,2,Occasional
CUST_4115,5,Occasional
CUST_4116,3,Occasional
CUST_4117,2,Occasional
CUST_4118,1,One-time
CUST_4119,6,Frequent
CUST_4120,3,Occasional
CUST_4121,2,Occasional
CUST_4122,4,Occasional
CUST_4123,1,One-time
CUST_4125,3,Occasional
CUST_4126,1,One-time
CUST_4127,2,Occasional
CUST_4128,1,One-time
CUST_4129,4,Occasional
CUST_4130,2,Occasional
CUST_4131,3,Occasional
CUST_4132,1,One-time
CUST_4133,2,Occasional
CUST_4137,2,Occasional
CUST_4138,3,Occasional
CUST_4139,4,Occasional
CUST_4140,3,Occasional
CUST_4143,4,Occasional
CUST_4144,4,Occasional
CUST_4145,1,One-time
CUST_4146,2,Occasional
CUST_4148,3,Occasional
CUST_4149,3,Occasional
CUST_4150,4,Occasional
CUST_4151,1,One-time
CUST_4152,2,Occasional
CUST_4153,4,Occasional
CUST_4154,4,Occasional
CUST_4155,2,Occasional
CUST_4156,4,Occasional
CUST_4157,2,Occasional
CUST_4158,1,One-time
CUST_4159,3,Occasional
CUST_4160,2,Occasional
CUST_4161,4,Occasional
CUST_4162,2,Occasional
CUST_4163,3,Occasional
CUST_4164,4,Occasional
CUST_4165,1,One-time
CUST_4166,2,Occasional
CUST_4167,2,Occasional
CUST_4168,4,Occasional
CUST_4169,1,One-time
CUST_4170,3,Occasional
CUST_4171,3,Occasional
CUST_4172,4,Occasional
CUST_4173,1,One-time
CUST_4174,2,Occasional
CUST_4175,4,Occasional
CUST_4176,2,Occasional
CUST_4177,2,Occasional
CUST_4178,3,Occasional
CUST_4179,1,One-time
CUST_4180,1,One-time
CUST_4181,4,Occasional
CUST_4182,1,One-time
CUST_4183,3,Occasional
CUST_4184,3,Occasional
CUST_4185,5,Occasional
CUST_4186,1,One-time
CUST_4187,4,Occasional
CUST_4188,3,Occasional
CUST_4189,2,Occasional
CUST_4190,3,Occasional
CUST_4191,1,One-time
CUST_4192,3,Occasional
CUST_4193,4,Occasional
CUST_4194,2,Occasional
CUST_4195,1,One-time
CUST_4196,3,Occasional
CUST_4197,3,Occasional
CUST_4198,2,Occasional
CUST_4199,2,Occasional
CUST_4201,4,Occasional
CUST_4202,1,One-time
CUST_4203,2,Occasional
CUST_4204,1,One-time
CUST_4205,3,Occasional
CUST_4206,4,Occasional
CUST_4207,1,One-time
CUST_4208,2,Occasional
CUST_4209,3,Occasional
CUST_4211,2,Occasional
CUST_4212,3,Occasional
CUST_4213,2,Occasional
CUST_4214,2,Occasional
CUST_4215,4,Occasional
CUST_4216,5,Occasional
CUST_4217,1,One-time
CUST_4218,3,Occasional
CUST_4219,1,One-time
CUST_4220,3,Occasional
CUST_4221,1,One-time
CUST_4222,2,Occasional
CUST_4223,1,One-time
CUST_4224,1,One-time
CUST_4225,1,One-time
CUST_4226,1,One-time
CUST_4228,3,Occasional
CUST_4229,2,Occasional
CUST_4232,5,Occasional
CUST_4233,1,One-time
CUST_4234,2,Occasional
CUST_4236,2,Occasional
CUST_4237,1,One-time
CUST_4238,1,One-time
CUST_4239,2,Occasional
CUST_4240,3,Occasional
CUST_4241,2,Occasional
CUST_4242,2,Occasional
CUST_4243,2,Occasional
CUST_4244,2,Occasional
CUST_4245,3,Occasional
CUST_4246,3,Occasional
CUST_4248,1,One-time
CUST_4249,2,Occasional
CUST_4250,1,One-time
CUST_4251,5,Occasional
CUST_4253,4,Occasional
CUST_4254,6,Frequent
CUST_4255,4,Occasional
CUST_4256,1,One-time
CUST_4257,2,Occasional
CUST_4258,2,Occasional
CUST_4259,3,Occasional
CUST_4260,3,Occasional
CUST_4261,2,Occasional
CUST_4262,6,Frequent
CUST_4263,5,Occasional
CUST_4264,4,Occasional
CUST_4266,2,Occasional
CUST_4267,6,Frequent
CUST_4268,8,Frequent
CUST_4269,1,One-time
CUST_4270,3,Occasional
CUST_4271,4,Occasional
CUST_4272,3,Occasional
CUST_4273,2,Occasional
CUST_4274,1,One-time
CUST_4275,2,Occasional
CUST_4276,3,Occasional
CUST_4277,2,Occasional
CUST_4278,3,Occasional
CUST_4279,3,Occasional
CUST_4281,6,Frequent
CUST_4282,4,Occasional
CUST_4283,1,One-time
CUST_4285,2,Occasional
CUST_4286,1,One-time
CUST_4287,4,Occasional
CUST_4288,3,Occasional
CUST_4289,2,Occasional
CUST_4290,1,One-time
CUST_4291,2,Occasional
CUST_4292,3,Occasional
CUST_4293,3,Occasional
CUST_4295,2,Occasional
CUST_4296,2,Occasional
CUST_4297,1,One-time
CUST_4298,2,Occasional
CUST_4299,1,One-time
CUST_4300,1,One-time
CUST_4302,3,Occasional
CUST_4304,5,Occasional
CUST_4305,3,Occasional
CUST_4306,1,One-time
CUST_4307,1,One-time
CUST_4308,3,Occasional
CUST_4309,4,Occasional
CUST_4310,3,Occasional
CUST_4311,2,Occasional
CUST_4312,4,Occasional
CUST_4313,3,Occasional
CUST_4314,6,Frequent
CUST_4315,2,Occasional
CUST_4316,1,One-time
CUST_4318,2,Occasional
CUST_4319,2,Occasional
CUST_4320,3,Occasional
CUST_4321,2,Occasional
CUST_4322,1,One-time
CUST_4323,2,Occasional
CUST_4325,2,Occasional
CUST_4326,4,Occasional
CUST_4327,3,Occasional
CUST_4328,6,Frequent
CUST_4329,2,Occasional
CUST_4330,3,Occasional
CUST_4331,2,Occasional
CUST_4333,1,One-time
CUST_4334,1,One-time
CUST_4335,6,Frequent
CUST_4337,3,Occasional
CUST_4338,2,Occasional
CUST_4339,3,Occasional
CUST_4340,2,Occasional
CUST_4341,2,Occasional
CUST_4342,3,Occasional
CUST_4343,5,Occasional
CUST_4344,1,One-time
CUST_4345,4,Occasional
CUST_4346,4,Occasional
CUST_4347,1,One-time
CUST_4348,2,Occasional
CUST_4349,4,Occasional
CUST_4350,1,One-time
CUST_4351,3,Occasional
CUST_4352,2,Occasional
CUST_4353,4,Occasional
CUST_4354,3,Occasional
CUST_4356,3,Occasional
CUST_4357,1,One-time
CUST_4358,1,One-time
